iter	Passed	Remaining
318	586	1252
319	588	1250
320	590	1248
321	592	1246
322	593	1244
323	595	1242
324	597	1240
325	599	1238
326	600	1236
327	602	1234
328	604	1232
329	606	1230
330	607	1228
331	609	1227
332	611	1225
333	613	1222
334	615	1220
335	616	1219
336	618	1217
337	620	1215
338	622	1214
339	624	1212
340	626	1210
341	628	1208
342	630	1207
343	632	1205
344	634	1203
345	635	1201
346	637	1199
347	639	1197
348	641	1196
349	643	1194
350	645	1192
351	646	1191
352	648	1189
353	650	1187
354	652	1185
355	654	1183
356	656	1181
357	657	1179
358	659	1178
359	661	1176
360	663	1174
361	665	1172
362	666	1170
363	668	1168
364	670	1166
365	672	1164
366	674	1162
367	675	1160
368	677	1159
369	679	1157
370	681	1155
371	683	1153
372	685	1151
373	686	1149
374	688	1148
375	690	1146
376	692	1144
377	694	1142
378	696	1141
379	698	1139
380	700	1138
381	702	1136
382	704	1134
383	706	1133
384	708	1131
385	710	1129
386	711	1127
387	713	1125
388	715	1123
389	717	1121
390	718	1119
391	720	1117
392	722	1115
393	723	1113
394	725	1111
395	727	1109
396	729	1107
397	730	1105
398	732	1103
399	734	1101
400	736	1099
401	737	1097
402	739	1095
403	742	1095
404	744	1093
405	745	1091
406	747	1089
407	749	1087
408	751	1086
409	753	1084
410	755	1082
411	757	1080
412	758	1078
413	760	1076
414	762	1074
415	764	1073
416	766	1071
417	768	1069
418	770	1067
419	771	1065
420	773	1064
421	775	1062
422	777	1060
423	779	1058
424	781	1056
425	783	1055
426	784	1053
427	786	1051
428	788	1049
429	790	1047
430	792	1046
431	794	1044
432	795	1042
433	797	1040
434	799	1038
435	801	1036
436	803	1035
437	805	1033
438	807	1031
439	808	1029
440	810	1027
441	812	1025
442	814	1023
443	815	1021
444	817	1019
445	819	1018
446	821	1016
447	823	1014
448	825	1012
449	826	1010
450	828	1008
451	830	1007
452	832	1005
453	834	1003
454	836	1002
455	838	1000
456	840	998
457	841	996
458	843	994
459	845	992
460	847	990
461	848	988
462	850	986
463	852	984
464	854	983
465	856	981
466	858	979
467	860	977
468	862	976
469	864	974
470	865	972
471	867	970
472	869	968
473	871	966
474	872	964
475	874	963
476	876	961
477	878	959
478	880	957
479	882	955
480	883	953
481	885	951
482	887	950
483	889	948
484	891	946
485	893	944
486	895	943
487	897	941
488	899	939
489	901	937
490	903	936
491	905	934
492	907	932
493	908	931
494	910	929
495	912	927
496	914	925
497	916	923
498	918	921
499	919	919
500	921	917
501	923	916
502	925	914
503	927	912
504	928	910
505	930	908
506	932	906
507	934	905
508	937	904
509	938	902
510	940	900
511	942	898
512	944	896
513	946	894
514	947	892
515	949	890
516	951	888
517	953	886
518	954	885
519	956	883
520	958	881
521	960	879
522	962	877
523	964	875
524	965	873
525	967	872
526	969	870
527	971	868
528	973	866
529	975	864
530	977	863
531	979	861
532	981	859
533	982	857
534	984	855
535	986	854
536	988	852
537	990	850
538	992	848
539	994	847
540	996	845
541	998	843
542	1000	841
543	1001	839
544	1003	837
545	1005	836
546	1007	834
547	1009	832
548	1011	830
549	1013	828
550	1015	827
551	1017	825
552	1018	823
553	1020	821
554	1022	819
555	1024	817
556	1025	815
557	1027	813
558	1029	812
559	1031	810
560	1033	808
561	1035	806
562	1037	804
563	1039	803
564	1041	801
565	1043	799
566	1045	798
567	1046	796
568	1048	794
569	1050	792
570	1052	790
571	1053	788
572	1055	786
573	1057	784
574	1059	782
575	1061	781
576	1062	779
577	1064	777
578	1066	775
579	1068	773
580	1070	771
581	1072	769
582	1073	768
583	1075	766
584	1077	764
585	1079	762
586	1081	761
587	1083	759
588	1085	757
589	1087	755
590	1089	753
591	1091	752
592	1093	750
593	1095	748
594	1096	746
595	1098	744
596	1100	742
597	1102	741
598	1104	739
599	1106	737
600	1108	735
601	1110	733
602	1111	732
603	1113	730
604	1115	728
605	1117	726
606	1118	724
607	1120	722
608	1122	720
609	1124	719
610	1126	717
611	1128	715
612	1130	713
613	1132	711
614	1134	710
615	1136	708
616	1138	706
617	1140	704
618	1142	702
619	1144	701
620	1145	699
621	1147	697
622	1149	695
623	1151	693
624	1153	692
625	1155	690
626	1156	688
627	1158	686
628	1160	684
629	1162	682
630	1164	680
631	1166	679
632	1167	677
633	1170	675
634	1171	673
635	1173	671
636	1175	669
637	1177	668
638	1179	666
639	1181	664
640	1183	662
641	1184	660
642	1186	658
643	1188	657
644	1190	655
645	1192	653
646	1194	651
647	1195	649
648	1197	647
649	1199	645
650	1201	643
651	1203	642
652	1205	640
653	1207	638
654	1208	636
655	1210	634
656	1212	633
657	1214	631
658	1215	629
659	1217	627
660	1219	625
661	1221	623
662	1223	621
663	1225	619
664	1227	618
665	1228	616
666	1230	614
667	1232	612
668	1234	610
669	1235	608
670	1237	606
671	1239	604
672	1241	603
673	1243	601
674	1244	599
675	1246	597
676	1248	595
677	1250	593
678	1251	591
679	1253	589
680	1255	588
681	1257	586
682	1259	584
683	1260	582
684	1262	580
685	1264	578
686	1266	577
687	1268	575
688	1270	573
689	1271	571
690	1273	569
691	1275	567
692	1277	565
693	1279	564
694	1281	562
695	1282	560
696	1284	558
697	1286	556
698	1288	554
699	1289	552
700	1291	550
701	1293	549
702	1295	547
703	1296	545
704	1298	543
705	1300	541
706	1302	539
707	1304	537
708	1306	536
709	1307	534
710	1309	532
711	1311	530
712	1313	528
713	1315	526
714	1316	524
715	1318	522
716	1320	521
717	1322	519
718	1324	517
719	1325	515
720	1327	513
721	1329	512
722	1331	510
723	1333	508
724	1335	506
725	1337	504
726	1338	502
727	1340	500
728	1342	499
729	1344	497
730	1346	495
731	1347	493
732	1349	491
733	1351	489
734	1353	487
735	1355	486
736	1357	484
737	1359	482
738	1361	480
739	1362	478
740	1364	476
741	1366	475
742	1368	473
743	1370	471
744	1371	469
745	1373	467
746	1375	465
747	1377	464
748	1379	462
749	1381	460
750	1383	458
751	1384	456
752	1386	454
753	1388	453
754	1390	451
755	1392	449
756	1394	447
757	1396	445
758	1397	443
759	1399	442
760	1401	440
761	1403	438
762	1405	436
763	1407	434
764	1409	432
765	1411	431
766	1413	429
767	1414	427
768	1416	425
769	1418	423
770	1420	421
771	1422	420
772	1423	418
773	1425	416
774	1427	414
775	1429	412
776	1431	410
777	1433	408
778	1435	407
779	1436	405
780	1438	403
781	1440	401
782	1442	399
783	1444	397
784	1445	396
785	1447	394
786	1449	392
787	1451	390
788	1453	388
789	1455	386
790	1457	384
791	1458	383
792	1460	381
793	1462	379
794	1464	377
795	1466	375
796	1467	373
797	1469	372
798	1471	370
799	1473	368
800	1475	366
801	1476	364
802	1478	362
803	1480	360
804	1482	359
805	1484	357
806	1486	355
807	1488	353
808	1489	351
809	1491	349
810	1493	348
811	1495	346
812	1497	344
813	1499	342
814	1501	340
815	1503	338
816	1505	337
817	1507	335
818	1508	333
819	1510	331
820	1512	329
821	1514	327
822	1515	326
823	1517	324
824	1519	322
825	1521	320
826	1523	318
827	1525	316
828	1527	314
829	1528	313
830	1530	311
831	1532	309
832	1534	307
833	1536	305
834	1538	303
835	1539	302
836	1541	300
837	1543	298
838	1545	296
839	1546	294
840	1548	292
841	1550	290
842	1552	289
843	1553	287
844	1555	285
845	1557	283
846	1559	281
847	1561	279
848	1563	278
849	1564	276
850	1566	274
851	1568	272
852	1570	270
853	1573	268
854	1575	267
855	1577	265
856	1578	263
857	1580	261
858	1582	259
859	1584	257
860	1586	256
861	1587	254
862	1589	252
863	1591	250
864	1593	248
865	1595	246
866	1597	245
867	1599	243
868	1600	241
869	1602	239
870	1604	237
871	1606	235
872	1608	234
873	1610	232
874	1612	230
875	1614	228
876	1616	226
877	1617	224
878	1619	222
879	1621	221
880	1623	219
881	1625	217
882	1627	215
883	1629	213
884	1631	211
885	1633	210
886	1634	208
887	1636	206
888	1638	204
889	1640	202
890	1642	200
891	1643	199
892	1645	197
893	1647	195
894	1649	193
895	1651	191
896	1653	189
897	1655	188
898	1657	186
899	1659	184
900	1661	182
901	1663	180
902	1665	178
903	1666	176
904	1668	175
905	1670	173
906	1672	171
907	1674	169
908	1675	167
909	1677	165
910	1679	164
911	1681	162
912	1683	160
913	1684	158
914	1686	156
915	1688	154
916	1690	153
917	1692	151
918	1693	149
919	1695	147
920	1697	145
921	1699	143
922	1701	141
923	1703	140
924	1705	138
925	1706	136
926	1708	134
927	1710	132
928	1712	130
929	1713	129
930	1715	127
931	1717	125
932	1719	123
933	1721	121
934	1722	119
935	1724	117
936	1726	116
937	1727	114
938	1729	112
939	1731	110
940	1733	108
941	1735	106
942	1737	105
943	1739	103
944	1741	101
945	1743	99
946	1745	97
947	1747	95
948	1749	93
949	1750	92
950	1752	90
951	1754	88
952	1756	86
953	1757	84
954	1759	82
955	1761	81
956	1763	79
957	1765	77
958	1767	75
959	1769	73
960	1771	71
961	1773	70
962	1774	68
963	1776	66
964	1778	64
965	1780	62
966	1781	60
967	1783	58
968	1785	57
969	1787	55
970	1789	53
971	1790	51
972	1792	49
973	1794	47
974	1796	46
975	1798	44
976	1800	42
977	1801	40
978	1803	38
979	1805	36
980	1807	35
981	1809	33
982	1810	31
983	1812	29
984	1814	27
985	1816	25
986	1818	23
987	1820	22
988	1822	20
989	1824	18
990	1826	16
991	1828	14
992	1830	12
993	1832	11
994	1833	9
995	1836	7
996	1838	5
997	1840	3
998	1842	1
999	1845	0
