iter	Logloss
0	0.5965918387
1	0.5240653108
2	0.4580494594
3	0.4075461301
4	0.3725471015
5	0.3378355225
6	0.3123871564
7	0.2914582312
8	0.2694765209
9	0.2461633226
10	0.2376798628
11	0.22935554
12	0.2164260419
13	0.2096301237
14	0.2021702989
15	0.1917348937
16	0.1872015949
17	0.1831080065
18	0.1755437839
19	0.1692289074
20	0.1655393518
21	0.1614229958
22	0.1563383982
23	0.1532508865
24	0.1493217101
25	0.1455413692
26	0.1421568179
27	0.140198946
28	0.1384631098
29	0.1362718307
30	0.1351600681
31	0.1337390319
32	0.1325944352
33	0.130878447
34	0.1293420861
35	0.1265320545
36	0.125157525
37	0.1227435084
38	0.121206214
39	0.1196344194
40	0.1176156008
41	0.1162310903
42	0.1149544225
43	0.1126189026
44	0.1117760765
45	0.1106161269
46	0.1087295542
47	0.1067192706
48	0.1043702699
49	0.1020913764
50	0.1009248543
51	0.09957901707
52	0.09833460123
53	0.09733929217
54	0.09660281871
55	0.09597311705
56	0.09494406256
57	0.09414143382
58	0.09356323252
59	0.09269632854
60	0.09177822255
61	0.09063276783
62	0.09012902627
63	0.08928666552
64	0.08875693787
65	0.08767884439
66	0.08725878188
67	0.08677568306
68	0.08590347493
69	0.08540962584
70	0.08468859344
71	0.08379089344
72	0.0831060674
73	0.08280593359
74	0.08198303292
75	0.08137416734
76	0.08110771722
77	0.08023472023
78	0.07971567399
79	0.07888995204
80	0.07807817241
81	0.07727359698
82	0.07683587098
83	0.07646007127
84	0.0757970117
85	0.07518022051
86	0.07474761095
87	0.07442701702
88	0.07414382192
89	0.07371719118
90	0.07332889276
91	0.07290416807
92	0.07249736023
93	0.07219283737
94	0.07177158875
95	0.07125222454
96	0.07080848301
97	0.07049092236
98	0.06989063062
99	0.06951573437
100	0.06874263996
101	0.0684643572
102	0.06799572821
103	0.06763918808
104	0.06731688445
105	0.06712865583
106	0.06690466887
107	0.06640768168
108	0.06608837483
109	0.06558075831
110	0.06520275733
111	0.06484733238
112	0.06428083061
113	0.06381870027
114	0.06358824718
115	0.06328321105
116	0.06288922932
117	0.06233259931
118	0.06191016201
119	0.06163645989
120	0.06101775897
121	0.06057937598
122	0.06032840439
123	0.05966709415
124	0.05910954036
125	0.05882549592
126	0.05839611929
127	0.05799849245
128	0.05743199986
129	0.05720544511
130	0.05681048517
131	0.05640691659
132	0.05612013549
133	0.05586778347
134	0.05551543403
135	0.05520397465
136	0.05468240367
137	0.05453057244
138	0.05431676113
139	0.05420417646
140	0.05377806649
141	0.05343349033
142	0.0530609449
143	0.05277869994
144	0.05241080504
145	0.0522464856
146	0.05192777301
147	0.05175535373
148	0.05149973793
149	0.05115824508
150	0.0509969582
151	0.05078049983
152	0.05059511528
153	0.05033462638
154	0.05010824404
155	0.04992037741
156	0.04951910364
157	0.04920172182
158	0.04909183689
159	0.04878224598
160	0.04850329378
161	0.0483134997
162	0.04821576813
163	0.04771071888
164	0.04751665977
165	0.04725884101
166	0.04713555006
167	0.04680471872
168	0.04664034572
169	0.04652156581
170	0.04644655135
171	0.04623322598
172	0.04592813637
173	0.04576700053
174	0.04560858476
175	0.04542429584
176	0.04508922742
177	0.04485208766
178	0.04472620687
179	0.04455998693
180	0.04422013165
181	0.04398901066
182	0.04386884278
183	0.04364705613
184	0.0435316901
185	0.04316537057
186	0.0429226726
187	0.04284267901
188	0.04268798397
189	0.04248618237
190	0.04229474063
191	0.04203271072
192	0.04178289777
193	0.04171289483
194	0.04140584058
195	0.04121232016
196	0.04104260926
197	0.04087213939
198	0.04076455216
199	0.0406092051
200	0.04039213121
201	0.0402431624
202	0.03998799423
203	0.03981124892
204	0.03971289392
205	0.039514104
206	0.03931670624
207	0.03906758319
208	0.03895189339
209	0.03886326106
210	0.03865941862
211	0.03852318449
212	0.03829170541
213	0.03810058532
214	0.0379493306
215	0.03780598051
216	0.0376853157
217	0.03756735149
218	0.03743964522
219	0.03735048637
220	0.03721043925
221	0.03704973961
222	0.03685389202
223	0.03650244269
224	0.03633626528
225	0.03623604326
226	0.03615304291
227	0.0360217928
228	0.03577858008
229	0.03569710588
230	0.03553759771
231	0.0354103489
232	0.03522337902
233	0.03506931641
234	0.03487516628
235	0.03475758933
236	0.03470326374
237	0.03460848319
238	0.03452325861
239	0.03443197039
240	0.03425483345
241	0.0339391194
242	0.03373244871
243	0.03364504583
244	0.03356174739
245	0.03339803957
246	0.03329972027
247	0.03322756296
248	0.03315936012
249	0.03302011474
250	0.0329324027
251	0.0327969102
252	0.03266166372
253	0.0325198387
254	0.03242606163
255	0.03236308229
256	0.0323103311
257	0.032237633
258	0.03217551923
259	0.03196025453
260	0.03187669582
261	0.03178925268
262	0.03160294892
263	0.03143386951
264	0.03139267358
265	0.03134474103
266	0.03122576851
267	0.03119941775
268	0.03115325448
269	0.03107756508
270	0.03102616085
271	0.03091221394
272	0.03085541608
273	0.03075028608
274	0.03064784835
275	0.03057858778
276	0.03054225702
277	0.03040068137
278	0.03036369045
279	0.03030329251
280	0.03022252603
281	0.0300791655
282	0.03004521235
283	0.02990288197
284	0.02968293857
285	0.02960435983
286	0.02949322355
287	0.02945776673
288	0.02935746387
289	0.02925044617
290	0.02919060441
291	0.02914713148
292	0.02894530397
293	0.028873876
294	0.0286820548
295	0.02860002417
296	0.02857628033
297	0.02849799569
298	0.02838706171
299	0.02824751641
300	0.02810179675
301	0.0280017929
302	0.02781510292
303	0.02769390999
304	0.02757497128
305	0.02749843557
306	0.02744075465
307	0.02736838809
308	0.02727174928
309	0.02723899426
310	0.02711398457
311	0.02701099716
312	0.02694562024
313	0.02679057438
314	0.02669421015
315	0.0265615541
316	0.0263960729
317	0.02636582003
318	0.02624893072
319	0.02616801443
320	0.02610649303
321	0.02605564276
322	0.02593943921
323	0.02579877488
324	0.02569366568
325	0.02561378176
326	0.02550813262
327	0.02544264472
328	0.02533357168
329	0.02517384251
330	0.02509227277
331	0.02506839715
332	0.0249936859
333	0.02491421677
334	0.0248089803
335	0.02472808866
336	0.02463839319
337	0.02452338631
338	0.02445635561
339	0.02439664165
340	0.02428542196
341	0.02423666846
342	0.024146299
343	0.02410430774
344	0.02404181997
345	0.02398577524
346	0.02391814451
347	0.02382231419
348	0.02379173242
349	0.02371896861
350	0.0236617421
351	0.02358689628
352	0.02350947805
353	0.02341006681
354	0.02330113979
355	0.02321202557
356	0.02312133539
357	0.02309563849
358	0.02301281208
359	0.02293872213
360	0.02291554457
361	0.02282927952
362	0.02270114525
363	0.02267250815
364	0.02257469438
365	0.02252139577
366	0.02241367085
367	0.0223672279
368	0.02224980813
369	0.02220868729
370	0.022161201
371	0.0220231662
372	0.02194280892
373	0.02182477262
374	0.02178778113
375	0.02168581138
376	0.02165308763
377	0.02155469254
378	0.02146533589
379	0.02141879975
380	0.02136243981
381	0.02128025769
382	0.02124734115
383	0.02115081521
384	0.02112418784
385	0.02107967382
386	0.02102245743
387	0.02093040069
388	0.02087380173
389	0.0208258562
390	0.02068247799
391	0.02062991382
392	0.02053239915
393	0.02041814064
394	0.0203967061
395	0.02036278192
396	0.02031625914
397	0.02022980258
398	0.02012834377
399	0.02006937087
400	0.02001087992
401	0.01996476537
402	0.01991975213
403	0.01985212689
404	0.01983719416
405	0.01979486256
406	0.01974404981
407	0.01966889777
408	0.01965002064
409	0.01960268794
410	0.01956740738
411	0.01955440001
412	0.01947690826
413	0.01945055178
414	0.01939336931
415	0.0193835252
416	0.0192904127
417	0.01925380661
418	0.0192121716
419	0.01916590955
420	0.01913171619
421	0.01907871
422	0.01898463076
423	0.01893513522
424	0.0188722385
425	0.01875747222
426	0.01872681065
427	0.01860730253
428	0.01850013466
429	0.01846572033
430	0.01844333889
431	0.01837877124
432	0.0183266753
433	0.01822887153
434	0.01819993582
435	0.01815910237
436	0.01812605198
437	0.01806665491
438	0.01801047756
439	0.01796463785
440	0.0178948259
441	0.01781516107
442	0.01774607686
443	0.01772978264
444	0.01772244351
445	0.01767178699
446	0.01764235808
447	0.01756977002
448	0.01753097187
449	0.01750960389
450	0.01740717366
451	0.01738314622
452	0.0173417575
453	0.01732345531
454	0.01726689967
455	0.01725674001
456	0.0172319186
457	0.0171298323
458	0.01704859436
459	0.01701629499
460	0.01695654226
461	0.016868762
462	0.0168144645
463	0.0167432072
464	0.01669961217
465	0.01667662731
466	0.01663482403
467	0.01659654263
468	0.01657917072
469	0.01651422829
470	0.01649442279
471	0.01644543772
472	0.01639980977
473	0.01635007108
474	0.01630389911
475	0.01624038417
476	0.01621485737
477	0.01617903824
478	0.01613358634
479	0.01608435559
480	0.01607589684
481	0.01599344665
482	0.01595984114
483	0.0159146718
484	0.01587876787
485	0.01585612667
486	0.01577426077
487	0.0156947821
488	0.01565160884
489	0.01557911347
490	0.01554393521
491	0.01547719839
492	0.01544641076
493	0.01542226856
494	0.01541416837
495	0.01536277575
496	0.01533421788
497	0.01531982811
498	0.01528235434
499	0.01523811927
500	0.01519050502
501	0.01515757682
502	0.01507637148
503	0.01502146209
504	0.01499263645
505	0.01495891005
506	0.0149434013
507	0.01490296539
508	0.01487970741
509	0.01479676958
510	0.01473961444
511	0.01469420336
512	0.01465295197
513	0.01462307158
514	0.01454937859
515	0.01452096264
516	0.0145091593
517	0.01449783046
518	0.01446187197
519	0.01444271175
520	0.01441515091
521	0.01438124278
522	0.01436908581
523	0.0143326473
524	0.01428857163
525	0.01424300493
526	0.01419486023
527	0.01416331543
528	0.01414578338
529	0.01412721146
530	0.01410048928
531	0.01405968047
532	0.01402585472
533	0.01397489251
534	0.0139521831
535	0.01390389036
536	0.01385932602
537	0.01380722604
538	0.01377873897
539	0.01375295002
540	0.01368273253
541	0.01365411136
542	0.01364758222
543	0.01360550871
544	0.01356848932
545	0.01350881771
546	0.0134827367
547	0.0134558583
548	0.01343344483
549	0.0133725612
550	0.0133425824
551	0.01328069068
552	0.01325490857
553	0.01322730869
554	0.01317936507
555	0.01314498864
556	0.01312244484
557	0.01307779899
558	0.01303241444
559	0.01301737175
560	0.01299573241
561	0.01297702967
562	0.01295283854
563	0.01290714531
564	0.01287003525
565	0.01282568976
566	0.01278219194
567	0.01274758045
568	0.01270321835
569	0.01262973794
570	0.01259488213
571	0.01257220799
572	0.01256047843
573	0.01251716515
574	0.01250179182
575	0.01244339868
576	0.012407699
577	0.01236489672
578	0.01234365215
579	0.01227749777
580	0.01225905262
581	0.01223785919
582	0.01220380948
583	0.01219923403
584	0.01216580349
585	0.01215469426
586	0.01213977378
587	0.01211423118
588	0.01208828454
589	0.01205144798
590	0.01200930559
591	0.01198312109
592	0.01196136401
593	0.01192664313
594	0.01189897786
595	0.0118382637
596	0.01181579226
597	0.011774084
598	0.01174991048
599	0.0117138484
600	0.01169049355
601	0.0116621923
602	0.01163556474
603	0.01157922254
604	0.01155035692
605	0.01151792239
606	0.01146587344
607	0.01145817499
608	0.01142964286
609	0.01140481987
610	0.01138165008
611	0.01136148367
612	0.0113326877
613	0.01132831404
614	0.01132074657
615	0.01129475682
616	0.01126810167
617	0.01124423165
618	0.01121674633
619	0.01120727649
620	0.01119666213
621	0.01116849443
622	0.0111516571
623	0.01112840128
624	0.01107718893
625	0.01104917566
626	0.01098059838
627	0.01095648606
628	0.01094060916
629	0.010906455
630	0.01087657424
631	0.01082200159
632	0.01079056924
633	0.01078084324
634	0.0107511036
635	0.01073471586
636	0.01066571143
637	0.01063137079
638	0.0106055792
639	0.01058074734
640	0.01056670092
641	0.01054773857
642	0.01051073353
643	0.01049967858
644	0.01046982987
645	0.01043208768
646	0.01041824391
647	0.01039677078
648	0.010376161
649	0.01035840124
650	0.01031025589
651	0.01026355533
652	0.01022158296
653	0.01019913152
654	0.01019033163
655	0.01015864117
656	0.01014009122
657	0.01009824541
658	0.01006788718
659	0.01005111155
660	0.01001211664
661	0.009976927183
662	0.009971029465
663	0.009959844391
664	0.009941959047
665	0.009919369461
666	0.009882014935
667	0.009858435731
668	0.009845045656
669	0.00980499686
670	0.009784526789
671	0.009750840927
672	0.009722580282
673	0.009686887228
674	0.009644574111
675	0.009624170308
676	0.009595805812
677	0.009578778058
678	0.009534765851
679	0.009516595961
680	0.009498072596
681	0.009494647567
682	0.009477202894
683	0.009452349307
684	0.009415022569
685	0.009369021444
686	0.009354361905
687	0.009321092824
688	0.009317485876
689	0.009302522041
690	0.009299969427
691	0.009283127568
692	0.009263772595
693	0.00924254419
694	0.009216691964
695	0.009203625338
696	0.009192707349
697	0.009176401366
698	0.009153800634
699	0.009130121955
700	0.009109652722
701	0.009106637296
702	0.009067325411
703	0.009031346428
704	0.009011505113
705	0.00900362201
706	0.008985247124
707	0.008970321787
708	0.008955735949
709	0.008920447561
710	0.008914468284
711	0.008888586357
712	0.008875415401
713	0.008859075013
714	0.008828902642
715	0.00879957413
716	0.008789926893
717	0.008782368459
718	0.008765271433
719	0.008758422929
720	0.008748776615
721	0.008739411398
722	0.008727485095
723	0.008699705628
724	0.008683354934
725	0.008665591562
726	0.008645247768
727	0.008632224575
728	0.008627671099
729	0.008617847314
730	0.008585725323
731	0.008556447165
732	0.008552107367
733	0.008526057092
734	0.008517191098
735	0.008503983267
736	0.008483470193
737	0.00846928138
738	0.008448116208
739	0.008426875292
740	0.008406210794
741	0.008391766873
742	0.008365397177
743	0.008338788439
744	0.008318653369
745	0.00828832948
746	0.008266040949
747	0.008240364518
748	0.008229782832
749	0.008198613391
750	0.008173377173
751	0.008155138206
752	0.008117315307
753	0.008088822918
754	0.008064925711
755	0.008053200917
756	0.008037510309
757	0.00803418748
758	0.008014077816
759	0.008000971674
760	0.007982079502
761	0.007963932098
762	0.007935806769
763	0.007925806937
764	0.007914317374
765	0.007901247934
766	0.007899797476
767	0.007895678607
768	0.007881623644
769	0.007853565037
770	0.007851258137
771	0.007840923078
772	0.007825076028
773	0.007813041736
774	0.007810808151
775	0.007794800919
776	0.007776887269
777	0.007759752251
778	0.007742421604
779	0.007731817313
780	0.007716995123
781	0.007695872915
782	0.007683161558
783	0.007673429959
784	0.007666611007
785	0.007664502829
786	0.007637718014
787	0.007633518916
788	0.007626796948
789	0.007612597563
790	0.007597285882
791	0.007595299694
792	0.007578647085
793	0.007563786297
794	0.007537161961
795	0.007515812099
796	0.007493453086
797	0.007483098834
798	0.007468921013
799	0.007438829257
800	0.00742894245
801	0.007409077823
802	0.007398122041
803	0.007375636099
804	0.007369129118
805	0.00734522179
806	0.00733142989
807	0.007308728565
808	0.007304567576
809	0.007299331411
810	0.007277837852
811	0.007260757335
812	0.007242465608
813	0.007221007895
814	0.007205650062
815	0.007191350299
816	0.007177454226
817	0.007164831531
818	0.007149972006
819	0.007131472774
820	0.007118936419
821	0.007111314417
822	0.007097314189
823	0.007074423096
824	0.007072494002
825	0.007059016607
826	0.007024451362
827	0.007022674081
828	0.007010216898
829	0.006985692037
830	0.006973431332
831	0.006962724804
832	0.006932995277
833	0.006922717446
834	0.006909658702
835	0.006897234127
836	0.006878960059
837	0.006866872117
838	0.006865370794
839	0.006846338692
840	0.006820366843
841	0.006816251335
842	0.006805101694
843	0.006795844662
844	0.006783691548
845	0.006775457723
846	0.006758485317
847	0.00674293502
848	0.006736495435
849	0.006719779588
850	0.006705488887
851	0.006688888775
852	0.006679410644
853	0.006673314401
854	0.006653044791
855	0.006653021498
856	0.006634408986
857	0.006617760411
858	0.006602119786
859	0.006591812246
860	0.006566468455
861	0.006554585117
862	0.0065289769
863	0.00651582531
864	0.00650686665
865	0.006489123824
866	0.006479199915
867	0.006460387517
868	0.006449683948
869	0.0064388225
870	0.00641805342
871	0.006403209783
872	0.006395886155
873	0.006377834574
874	0.006365572981
875	0.00634346275
876	0.006338894249
877	0.006328074014
878	0.006324393415
879	0.006320477625
880	0.006318786278
881	0.006310062241
882	0.00630515798
883	0.006282229819
884	0.006260242526
885	0.006246389903
886	0.006229813099
887	0.006219166127
888	0.006208456527
889	0.006196002851
890	0.006190055871
891	0.006182895748
892	0.006176287203
893	0.006164133488
894	0.006158107475
895	0.006144779156
896	0.006135848014
897	0.006125955769
898	0.006117395414
899	0.006107027357
900	0.006092699962
901	0.006073275518
902	0.006072115576
903	0.006062364791
904	0.006051618987
905	0.006041112473
906	0.006039293248
907	0.006024107594
908	0.006016238681
909	0.006009156593
910	0.005996886814
911	0.005972577006
912	0.005962944459
913	0.005957315623
914	0.005943794458
915	0.005937463656
916	0.005929054346
917	0.005910189971
918	0.005893307926
919	0.00587886041
920	0.005873641087
921	0.005863278245
922	0.005848527007
923	0.005844198881
924	0.0058360283
925	0.005831728401
926	0.005827490601
927	0.00581574547
928	0.005811054842
929	0.005800398189
930	0.005799971037
931	0.005798833782
932	0.00579280793
933	0.005777067695
934	0.005757337808
935	0.005750627495
936	0.005732481058
937	0.005725146826
938	0.00572324885
939	0.005716555043
940	0.005707100256
941	0.005696051194
942	0.005684559081
943	0.005680125577
944	0.005675208743
945	0.005670671791
946	0.005666637339
947	0.005647407574
948	0.005645086901
949	0.00562971794
950	0.005606990375
951	0.005602468834
952	0.005602460454
953	0.005593472478
954	0.005577949819
955	0.005572380414
956	0.005559386565
957	0.00554328832
958	0.005536285811
959	0.005529815319
960	0.005525859823
961	0.005523337369
962	0.005515666518
963	0.005508775113
964	0.005490858378
965	0.005480572683
966	0.005470993421
967	0.005459693162
968	0.005457677488
969	0.005439193785
970	0.005428000141
971	0.005422936159
972	0.005405748859
973	0.005393914098
974	0.00538463836
975	0.005379630986
976	0.005366983379
977	0.005353266256
978	0.005342249212
979	0.005336932935
980	0.005328775469
981	0.005319690994
982	0.005311959153
983	0.005290458317
984	0.005280070541
985	0.005272725778
986	0.005268685827
987	0.00526235968
988	0.005253108374
989	0.005237798012
990	0.005232767876
991	0.005224258628
992	0.005211381246
993	0.005192727289
994	0.00518834027
995	0.005181061288
996	0.005176038589
997	0.005169502819
998	0.005154760913
999	0.005135806794
